form='stadda'	lemma='städja'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='talbanken'
form='stadda'	lemma='stadd'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_dev'
form='blandade'	lemma='blanda'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Sing'	treebank='lines_dev'
form='blandat'	lemma='blanda'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Sing'	treebank='lines_dev'
form='ansedda'	lemma='anse'	feats='Case=Nom|Definite=Def'	treebank='lines_test'
form='baldakinförsedda'	lemma='baldakinförsedd'	feats='Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='spridda'	lemma='spridd'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='pud'
form='spridda'	lemma='spridd'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='talbanken'
form='kringspridda'	lemma='kringspridd'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_dev'
form='kringspridda'	lemma='kringspridd'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='tättbebodda'	lemma='tättbebodd'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='talbanken'
form='rödklädda'	lemma='rödklädd'	feats='Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='skogklädda'	lemma='skogklädd'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Plur'	treebank='lines_test'
form='svartklädda'	lemma='svartklädd'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='halvklädda'	lemma='halvklädd'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='födda'	lemma='född'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='talbanken'
form='ofödda'	lemma='ofödd'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='pud'
form='nyfödda'	lemma='nyfödd'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='talbanken'
form='bakbundna'	lemma='bakbunden'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='regelbundna'	lemma='regelbunden'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='oregelbundna'	lemma='oregelbunden'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='talbanken'
form='obundna'	lemma='obunden'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='överståndna'	lemma='överstånden'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='sönderslagna'	lemma='sönderslagen'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Plur'	treebank='lines_test'
form='tillbakadragna'	lemma='tillbakadragen'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='Heldragna'	lemma='heldragen'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='talbanken'
form='uppdragna'	lemma='uppdragen'	feats='Case=Nom|Definite=Ind|Number=Plur'	treebank='lines_test'
form='utdragna'	lemma='utdragen'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Plur'	treebank='lines_test'
orm='mångbesjungna'	lemma='mångbesjungen'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Plur'	treebank='lines_test'
form='maskstungna'	lemma='maskstungen'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='gångna'	lemma='gå'	feats='Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='gångna'	lemma='gå'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Plur'	treebank='lines_test'
form='förtrogna'	lemma='förtrogen'	feats='Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
?form='rättrogna'	lemma='rättrogen'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Plur'	treebank='lines_test'
form='insjunkna'	lemma='insjunken'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Plur'	treebank='lines_dev'
form='insjunkna'	lemma='insjunken'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_dev'
form='fallna'	lemma='fallen'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='bortkomna'	lemma='bortkommen'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_dev'
form='medfarna'	lemma='medfarna'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='finskurna'	lemma='finskuren'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='frusna'	lemma='frusen'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
?form='luggslitna'	lemma='luggsliten'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='helgjutna'	lemma='helgjuten'	feats='Case=Nom|Definite=Def|Degree=Pos'	treebank='lines_test'
form='slutna'	lemma='sluten'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='tillåtna'	lemma='tillåten'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='givna'	lemma='given'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='tillgivna'	lemma='tillgiven'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Sing'	treebank='talbanken'
form='övergivna'	lemma='överge'	feats='Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='gudsgivna'	lemma='gudsgiven'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Sing'	treebank='pud'
form='utgivna'	lemma='utgiven'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='överblivna'	lemma='överbliven'	feats='Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='nyblivna'	lemma='nybliven'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='talbanken'
form='nyblivna'	lemma='nybliven'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Sing'	treebank='talbanken'
form='överdrivna'	lemma='överdriven'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='överdrivna'	lemma='överdriven'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='pud'
form='sönderrivna'	lemma='sönderriven'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='vuxna'	lemma='vuxen'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='pud'
form='vuxna'	lemma='vuxen'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Sing'	treebank='talbanken'
form='vuxna'	lemma='vuxen'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='talbanken'
form='naturvuxna'	lemma='naturvuxen'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Sing'	treebank='talbanken'
form='halvvuxna'	lemma='halvvuxen'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='talbanken'
form='djävulsbesatta'	lemma='djävulsbesatt'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Plur'	treebank='lines_dev'
form='sammansatta'	lemma='sammansatt'	feats='Case=Nom|Definite=Def|Degree=Pos'	treebank='talbanken'
form='bosatta'	lemma='bosatt'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='talbanken'
form='motsatta'	lemma='motsatt'	feats='Case=Nom|Definite=Def|Degree=Pos'	treebank='talbanken'
form='motsatta'	lemma='motsatt'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='talbanken'
form='mätta'	lemma='mätt'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='talbanken'
form='upprätta'	lemma='upprätt'	feats='Case=Nom|Degree=Pos|Number=Plur'	treebank='pud'
form='välskötta'	lemma='välskött'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='talbanken'
form='uppblötta'	lemma='uppblöta'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Plur'	treebank='lines_test'
form='slätnötta'	lemma='slätnött'	feats='Case=Nom|Definite=Def|Degree=Pos|Number=Plur'	treebank='lines_test'
form='halvskyddad'	lemma='halvskyddad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='talbanken'
form='koleldad'	lemma='koleldad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='obildad'	lemma='obildad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='oblandad'	lemma='oblandad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='hopblandad'	lemma='hopblandad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_dev'
form='vårdad'	lemma='vårdad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='rosafärgad'	lemma='rosafärgad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='övertygad'	lemma='övertygad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='orakad'	lemma='orakad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Sing'	treebank='lines_dev'
form='packad'	lemma='packad'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing'	treebank='lines_test'
form='fullpackad'	lemma='fullpackad'	feats='Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='streckad'	lemma='streckad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Sing'	treebank='lines_dev'
form='prickad'	lemma='prickad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Number=Sing'	treebank='lines_dev'
form='chockad'	lemma='chockad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
form='misslyckad'	lemma='misslyckad'	feats='Case=Nom|Definite=Ind|Degree=Pos|Gender=Com|Number=Sing'	treebank='lines_test'
