form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Genom att nu satsa din skatteåterbäring, helt eller delvis (minst 100 kr), får du vara med i båda dragningarna.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='En nivå som i båda fall är i topp för EU.'	treebank='pud'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Vid båda dragningarna dessutom massor av andra vinster, på 100000, 25000, 10000, 5000 kr etc.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Hennes båda bröder dog i Auschwitz, sade Hjalmar Wentz;'	treebank='lines_test'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Tidigare inskränkande regler och tabuföreställningar, som krävde samma sociala ställning, religion eller ras för de båda kontrahenterna i ett äktenskap - har efterhand avskrivits.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Har man rätt till både folkpension och ATP måste ett förtida uttag gälla båda pensionerna samtidigt.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Den lilla näsan verkade överraskande vass nu när huden hade skrumpnat på båda sidorna.'	treebank='lines_dev'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='De båda betänkanden som vi behandlar i dag är ytterligare nödvändiga steg i en sådan riktning.'	treebank='lines_test'
form='båda'	lemma='båda'	upos='ADJ'	deprel='acl'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Trots detta verkar de båda ha hållit åtminstone delar av Nedre Egypten.'	treebank='pud'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Den kan sökas hos domstolen av båda makarna tillsammans.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Motortrafikleden behöver dock till skillnad mot motorvägen inte ha åtskilda körbanor för de båda trafikriktningarna.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='I 8 familjer var båda makarna anhängare av faderns överhöghet.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Det gamla knepet att köra upp bilen mot garageväggen och kolla ljuset är värdelöst; då får du möjligen veta om båda strålkastarna lyser, men inte mycket mera.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='De stod vid dörren till Mwetas taxi; plötsligt vällde en våg av varma känslor mellan de båda männen; engelsmannen stod där orörlig, den lille, livliga svarte mannen tog honom om överarmen, ett hårt grepp som kändes genom den mörka kostymen – alldeles som han i sitt eget land skulle ha fattat en broders hand.'	treebank='lines_test'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Varje barn har fått arvsanlag från båda föräldrarna.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='De flesta ritualer bygger på ett allmänt krav: de båda kontrahenterna ska offentligt - inför vittnen - betyga sin överenskommelse att leva samman.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Jag frågade vilken av de båda inställningarna som skulle avgå med segern i nittonhundratalets Frankrike Dreyfusaffärens och Vichyregeringens århundrade.'	treebank='lines_dev'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Det betyder också att det inte är kyrkan som på något sätt skapar äktenskapet, det gör i stället de båda makarna själva.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Man vet inte på vilket sätt de båda dramatikerna skulle ha arbetat tillsammans.'	treebank='pud'
form='båda'	lemma='båda'	upos='ADJ'	deprel='acl'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Han hade haft dålig mage - av nervösa orsaker säger de båda.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='När man har gift sig innebär det att båda makarna får omfattande personliga och ekonomiska skyldigheter mot varandra.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Jag tror att jag var lycklig, på det där enerverande beslutsamma sättet som barn är lyckliga på, och det var den lyckan som fungerade som en magnet på båda mina föräldrar.'	treebank='lines_test'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Undersök i din egen stad, om du kan finna exempel på båda dessa typer av kvarter.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='nmod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Emellertid har vänskapen fallit isär på grund av inofficiella samarbeten mellan de båda, vilka gett upphov till juridiska dispyter.'	treebank='pud'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Även där är det dock de båda makarna som har huvudrollen, inte prästen.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Jag avslutar genom att tacka båda de föredragande,'	treebank='lines_test'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Är båda föräldrarna ute och fiskar, hålls inkräktare borta av särskilda vaktare.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Vi är båda studenter och kan planera vår tid som vi vill.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Familjer med två barn eller flera kan få båda beloppen.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Dando hade vid det här laget lyckats dra till sig ett visst buttert, förargat intresse från en ung patriot i socialdepartementet, en glitterögd likgiltighet från Doris Manyema, en av landets tre eller fyra kvinnor med akademisk examen, och ett visst roat gillande från en flykting från Sydafrika, vars gulbruna hy, lilla näsa och finskurna läppar skilde honom från de båda andras djupa svärta.'	treebank='lines_test'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Andra platser låg utströdda omkring ekvatorn och förresten på alla slags latituder runt båda halvkloten.'	treebank='lines_test'
form='Båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Båda föräldrarna skulle också ha möjlighet till arbetstidsförkortning om de så vill medan barnen är små.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='en snygg, mörkblond kvinna med dubbelhaka, kort, framträdande näsa som sköt ut från den magnifika pannan, akvarelltonade ögon, understrukna av djupa fåror av trötthet som löpte ner mot båda kinderna.'	treebank='lines_test'
form='Båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Båda könen anser att manlig dominans är vanligare än kvinnlig.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Han satte på TV:n och tittade på de första båda omgångarna i Mets match mot St Louis.'	treebank='lines_test'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Två av de mest framstående medelhavscivilisationerna i den klassiska antiken var de grekiska stadsstaterna och fenicierna, vilka båda koloniserade Medelhavets kustlinjer i hög grad.'	treebank='pud'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Att båda föräldrarna från början upplever barnet tillsammans stärker familjens samhörighet.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='När du skapar en Microsoft Access-databas måste du bestämma vilket frågeläge som du ska använda, eftersom körningsfel och oväntade resultat kan orsakas av att frågor som skapats i båda lägena blandas.'	treebank='lines_test'
form='båda'	lemma='båda'	upos='ADJ'	deprel='conj'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='En sådan varningslinje anger att sikten kan vara begränsad i den ena eller båda färdriktningarna.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='de pastellmjuka nyanserna hos Olivias tillhörigheter... mattorna, möblerna i körsbärs- och sidenträ... och de röda lerkärlen, några pärlbroderier, de båda utsökta träskulpturerna som de en gång hade hittat i Kongo.'	treebank='lines_test'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Gammakameran ger inte lika fullständig bild av hjärnan som en s k luftskalle eller en s k färgskalle, men båda dessa undersökningar är besvärande för patienten och kräver också att patienten intages på sjukhus.'	treebank='talbanken'
form='båda'	lemma='båda'	upos='DET'	deprel='det'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='De hälsades av jubel från alla dem som redan hade infunnit sig men som inte hade varit med på balen; också de hade beslutat att för en gångs skull klä upp sig, och de båda kvinnogrupperna förenade sig med varandra under förtjusta tillrop. Alla började tala om hurdan balen hade varit, champagne serverades, en kongolesisk orkester klämde igång, och den lätt verklighetsfrämmande, eggande stämningen från statsbalen och det trivsamma gemyt som präglade partyt flöt samman.'	treebank='lines_test'
form='båda'	lemma='båda'	upos='ADJ'	deprel='amod'	feats='Case=Nom|Degree=Pos|Number=Plur'	text='Ska man svänga till vänster på en väg eller gata med fordonstrafik i båda riktningarna, ska man ligga strax till höger om vägens mitt oavsett om det finns ett eller flera körfält i färdriktningen.'	treebank='talbanken'
