form='angivna'	lemma='ange'	feats='Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='angivna'	lemma='ange'	feats='Case=Nom|Number=Plur|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='angiven'	lemma='ange'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='angivet'	lemma='ange'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='utgivet'	lemma='utge'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='avgiven'	lemma='avge'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='Sett'	lemma='se'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='sett'	lemma='se'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='sett'	lemma='se'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='pud'
form='frånsett'	lemma='frånse'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='försedda'	lemma='förse'	feats='Case=Nom|Number=Plur|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='försedd'	lemma='förse'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='Bortsett'	lemma='bortse'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='bortsett'	lemma='bortse'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='utsedd'	lemma='utse'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='avsett'	lemma='avse'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='avsedd'	lemma='avse'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='avsedda'	lemma='avse'	feats='Case=Nom|Number=Plur|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='gången'	lemma='gång'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='ifylld'	lemma='fylla_i'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='ifyllt'	lemma='fylla_i'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='utebliven'	lemma='utebli'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='uteblivna'	lemma='utebli'	feats='Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='anlagda'	lemma='lägga_an'	feats='Case=Nom|Number=Plur|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='sammansatt'	lemma='sätta_samman'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='inlagd'	lemma='lägga_in'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='inställt'	lemma='ställa_in'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='inlärda'	lemma='lära_in'	feats='Case=Nom|Number=Plur|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='inlärt'	lemma='lära_in'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='intagna'	lemma='ta_in'	feats='Case=Nom|Number=Plur|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='särskilt'	lemma='särskilt'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='osmält'	lemma='osmält'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='bortsett'	lemma='bortsett'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='mätt'	lemma='mätt'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='uttagna'	lemma='ta_ut'	feats='Case=Nom|Number=Plur|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='slutet'	lemma='slut'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='avlagda'	lemma='lägga_av'	feats='Case=Nom|Number=Plur|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='avklarad'	lemma='klara_av'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='avskuren'	lemma='skära_av'	feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='fastslaget'	lemma='fastslå'	feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='uppnådda'	lemma='uppnå'	feats='Case=Nom|Number=Plur|Tense=Past|VerbForm=Part'	treebank='talbanken'
form='påstådda'	lemma='påstå'	feats='Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'

feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='pud'
feats='Case=Nom|Definite=Ind|Gender=Com|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
feats='Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
feats='Case=Nom|Number=Plur|Tense=Past|VerbForm=Part'	treebank='talbanken'
feats='Case=Nom|Definite=Def|Number=Sing|Tense=Past|VerbForm=Part'	treebank='talbanken'
